Property Id,Property Name,Year Ending,"NYC Borough, Block and Lot (BBL)",NYC Building Identification Number (BIN),Address 1,City,Postal Code,ENERGY STAR Score,National Median ENERGY STAR Score,Site EUI (kBtu/ft²),Weather Normalized Site EUI (kBtu/ft²),National Median Site EUI (kBtu/ft²),Site Energy Use (kBtu),Weather Normalized Site Energy Use (kBtu),Weather Normalized Site Electricity Intensity (kWh/ft²),Source EUI (kBtu/ft²),Weather Normalized Source EUI (kBtu/ft²),National Median Source EUI (kBtu/ft²),Source Energy Use (kBtu),Weather Normalized Source Energy Use (kBtu),Electricity Use - Grid Purchase (kBtu),Electricity Use - Grid Purchase (kWh),Weather Normalized Site Electricity (kWh),Electricity Use - Grid Purchase and Generated from Onsite Renewable Systems (kWh),Electricity Use - Grid Purchase and Generated from Onsite Renewable Systems (kBtu)
2704793,DEPM 2760 - 555 West 59th St,12/31/2021,1-01151-7503,1087704,555 West 59th Street,New York,10019,36,50,77.8,79.2,70.7,20199862.2,20573976,11,148,148.9,134.6,38438022.8,38683013.2,9844667.1,2885306.5,2860548.7,2885307,9844667.5
2704799,DEPM 2160 - 229 West 78th St,12/31/2021,1-01170-0012,1079386;1079387,229 West 78th Street,New York,10024,91,50,61,64.3,89.3,13511421.2,14255729.6,4.2,89.8,92.8,131.6,19897876.6,20566095.5,3263362.5,956436.7,937460.9,956436.8,3263362.4
2704817,DEPM 1342 - 205 West 89th St,12/31/2021,1-01237-0017,1033308,205 West 89th Street,New York,10024,66,50,71.8,78.2,80.5,20618735.7,22473394,4.7,101.2,107.7,113.5,29056036.1,30932101.7,4575417.1,1340977.9,1340977.9,1340978,4575416.9
2704882,DEPM 2218 - 142-05 Roosevelt Ave,12/31/2021,4-05020-0001,4113585,142-05 Roosevelt Avenue,Queens,11354,61,50,104.6,110.3,112.4,18383935,19379856.1,5.2,142.3,146.8,152.9,25003462.5,25782919.7,3257331.9,954669.2,910077.1,954669.4,3257332
2704884,DEPM 7528 - 140 East 72nd St,12/31/2021,1-01406-0017,1042806,140 East 72nd Street,New York,10021,39,50,67.6,Not Available,63.1,14673745.3,Not Available,5,108.9,Not Available,101.8,23654792.4,Not Available,3772930.8,1105782.6,1076138.3,1105783,3772931.6
2704890,DEPM 7560 - 225 East 34th St,12/31/2021,1-00915-7501,1087675,225 East 34th Street,New York,10016,35,50,63.2,65.4,57.4,13862513.7,14355069.2,11.1,133.6,135.2,121.5,29314609.1,29664303.9,8433697,2471774.9,2443724.6,2471775,8433696.3
2718506,DEPM 1494-1 - 268-19 82nd Ave,12/31/2021,4-08743-0102,4445478;4537965;4537966;4537967;4537968;4537969;4537970;4537971,268-19 82nd Avenue,Queens,11040,27,50,86.7,92.4,74.3,13756755.1,14662342.2,3,109.1,114.7,93.5,17312259.5,18204573.1,1638666.7,480265.7,470459.5,480265.7,1638666.6
2718514,DEPM 1494-2 - 82-68 Langdale St,12/31/2021,4-08762-0001,4453604;4453605;4453606;4453607;4453608;4453609;4453610;4454622,82-68 Langdale Street,Queens,11040,23,50,140.3,146.2,116.8,11212154.2,11680965.4,5.4,180.3,185.9,150.1,14407440.3,14856576.7,1505530.5,441245.7,434024.9,441245.8,1505530.7
2718521,DEPM 2446 - 33 West 56 St,12/31/2021,1-01272-7501,1035044,33 West 56th Street,New York,10019,7,50,84.4,86.8,58.9,8126394.3,8351756.5,11.8,166.5,168.6,116.1,16023536.2,16223644.2,3914827.7,1147370.2,1134337.7,1147370,3914826.4
2718562,DEPM 7608 - 37 Riverside Drive,12/31/2021,1-01185-0042,1031038,37 Riverside Drive,New York,10023,83,50,66.9,72.6,86.9,5755387.6,6240249,3.1,89.4,94.5,116,7685347.9,8128263.4,938394.8,275027.7,263942.7,275027.8,938394.9
2718570,DEPM 2656 - 60 Division Ave,12/31/2021,3-02166-0001,3323169;3323168;3323170;3323171;3343951;3353950,"60 Division Avenue/50-54,64-70 Division Avenue",Brooklyn,11211,53,50,90.6,95.9,92.6,53585457.2,56716900,7.4,141,145,144.1,83377760.5,85757272.5,15493160.2,4540785,4388632.4,4540786,15493161.8
2718578,DEPM 2754 - 230 West 55th St,12/31/2021,1-01026-7502,1078860;1078861;1078862,230 West 55th Street,New York,10019,6,50,142.4,149,97.6,25319212.9,26476853.3,9.2,206,211.5,141.2,36621691.9,37584917.5,5735153.3,1680877.1,1638623.4,1680877,5735152.3
2718584,DEPM 2958 - 310 East 53rd St,12/31/2021,1-01345-7501,1087513,310 East 53rd Street,New York,10022,2,50,118.4,125.3,70.4,20517509,21711950.4,12.8,200.7,207.9,119.3,34781569.4,36035732.9,7564677.1,2217079.8,2217079.8,2217080,7564677
2718591,DEPM 7568 - 233 East 70th St,12/31/2021,1-01425-7501,1072227,233 East 70th Street,New York,10021,46,50,93.1,98.8,90.7,8016800.1,8510354.3,7.1,150.1,155.4,146.3,12923184.9,13387959.2,2167608.3,635289.6,611616.3,635289.7,2167608.5
2718603,DEPM 7632 - 50 West 67th St,12/31/2021,1-01119-0050,1028234,50 West 67th Street,New York,10023,100,50,43.9,Not Available,89,3913956.5,Not Available,Not Available,63.8,Not Available,129.2,5684634.8,Not Available,964027.5,282540.3,Not Available,282540.3,964027.5
2718606,DEPM 7668 - 870 Fifth Ave,12/31/2021,1-01383-0001,1041250,870 Fifth Avenue,New York,10065,87,50,45,48.3,61,10803250,11601022.2,3.8,75.4,78.7,102.3,18110275.9,18903391.5,3216246.7,942627.9,912045.6,942628,3216246.7
2801178,DEPM 1298 - 39 East 29th St,12/31/2021,1-00859-7502,1087770,39 East 29th Street,New York,10016,60,50,36.3,36.1,38.9,6246202.6,6216228,10.4,100.8,100.3,107.8,17333714.8,17249785.9,6157258.4,1804589,1795803.9,1804589,6157257.7
2801232,DEPM 1938 - 610 West 110th St,12/31/2021,1-01893-7502,1057317,610 West 110th Street,New York,10025,94,50,49.1,48.5,74.6,5088708,5032534.4,4.2,76.8,75,116.8,7962177.4,7779464.2,1572864,460980,440258,460980.1,1572864.1
2803900,DEPM 7552 - 167 East 61st St,12/31/2021,1-01396-0033,1041986,167 East 61st Street,New York,10065,8,50,84.7,89.7,60.3,22093307.8,23377458.7,11.7,165,170.8,117.4,43016662.4,44519501.5,10410616.3,3051176.7,3043460,3051177,10410615.9
2803931,DEPM 7680 - 308 East 79th St,12/31/2021,1-01453-0043,1045264,308 East 79th Street,New York,10075,94,50,48.4,Not Available,74.4,9790280.4,Not Available,3.4,71.8,Not Available,110.3,14515984,Not Available,2420679.7,709460.6,688181.4,709460.6,2420679.6
2805598,DEPM 1698 - 35 East 85th St,12/31/2021,1-01497-0021,1046831;1804346;1804345,35 East 85th Street,New York,10028,64,50,68.2,68.2,75.4,16567861.1,16567861.1,5.2,101.8,101.8,112.6,24722442.8,24722442.8,4314135.8,1264400.7,1264400.7,1264401,4314136.2
2805660,DEPM 7536 - 15 East 69th St,12/31/2021,1-01384-7502,1041297,15 East 69th Street,New York,10021,9,50,83.1,85.6,58.5,12409611.7,12790678.1,12.1,166.7,168.9,117.4,24909630.1,25233228.4,6273228,1838577.7,1813831.1,1838578,6273228.1
2805947,DEPM 7580 - 240 Park Avenue South,12/31/2021,1-00848-7505,1087725,240 Park Avenue South,New York,10003,24,50,66,65.9,55,6853864,6836962.3,11.2,140.6,140.1,117.1,14590939.7,14543615,3994141.9,1170615.9,1165662.3,1170616,3994141.8
2947262,DEPM 1290 - 114 Greene St,12/31/2021,1-00499-7502,1083040;1077814,114 Greene Street,New York,10012,Not Available,50,66.4,68,56.3,4039314.6,4136551.5,11.7,139.3,141,118.1,8472420.9,8574519.6,2433796.9,713305,713305,713305.1,2433797
3107146,DEPM 1062 - 45 East End Ave,12/31/2021,1-01589-0034,1051379,45 East End Avenue,New York,10028,45,50,82.9,89.6,80.8,16163787.5,17471498.9,4.7,116.1,122.2,113.2,22649214.8,23823968.6,3244136,950801.7,917584,950801.9,3244136.1
3107151,DEPM 1068 - 80 East End Ave,12/31/2021,1-01580-0023,1051198,80 East End Avenue,New York,10028,67,50,78.4,84.3,88,13006707.8,13976867.4,5.1,113.4,118.8,127.2,18805114.2,19702577.3,2941754.9,862178.9,841880.1,862179,2941754.7
3107152,DEPM 1116 - 520 East 86th St,12/31/2021,1-01582-0040,1051249,520 East 86th Street,New York,10028,90,50,59.4,63.6,84.4,7215376.5,7723101.7,3.1,80.8,85.2,114.8,9814523.8,10347635.3,1279073.4,374874.9,374874.9,374875,1279073.5
3107153,DEPM 1136 - 111 East 85th St,12/31/2021,1-01514-0008,1047928,111 East 85th Street,New York,10028,69,50,55.9,60,63.8,12371995.8,13263328.3,5.8,100,103.8,114.1,22115627.7,22957318.5,4545330,1332159.9,1289883.5,1332160,4545329.9
3107154,DEPM 1160 - 1050 Park Ave,12/31/2021,1-01498-0037,1046853,1050 Park Avenue,New York,10028,92,50,54.1,58.5,80,10964965.2,11850349.1,3.9,78.7,83.1,116.3,15943140.2,16837377.8,2714628.5,795612,795612,795612.1,2714628.5
3107157,DEPM 1218 - 888 Park Ave,12/31/2021,1-01393-0033,1041874,888 Park Avenue,New York,10075,100,50,58.2,Not Available,122.4,11090552,Not Available,4.8,90.5,Not Available,190.2,17229095.1,Not Available,3190866,935189.2,909956.8,935189.3,3190865.9
3107158,DEPM 1230 - 222 Riverside Dr,12/31/2021,1-01253-7502,1076254,222 Riverside Drive,New York,10025,72,50,58.2,62.6,68.2,14088485.3,15148953,3.5,81.1,84.5,95,19625317.7,20457625.8,3009986.6,882176.5,843033.2,882176.6,3009986.6
3107160,DEPM 1274 - 1075 Park Ave,12/31/2021,1-01516-0069,1048067,1075 Park Avenue,New York,10128,79,50,67.2,Not Available,83.5,9562982.3,Not Available,4.4,97.6,Not Available,121.3,13882875.1,Not Available,2195282.1,643400.3,621523.6,643400.4,2195282.2
3107161,DEPM 1284 - 650 Park Ave,12/31/2021,1-01381-0038,1041176,650 Park Avenue,New York,10065,43,50,76.9,74.2,73.7,17801969.6,17161072.8,5.7,124,120.2,118.9,28695077,27812650.4,4572429.3,1340102.2,1319657.2,1340102,4572428
3107168,DEPM 1206 - 1070 Park Ave,12/31/2021,1-01499-0040,1046919,1070 Park Avenue,New York,10128,50,50,63,67.8,63,13938661.2,15006820.7,4,90.4,94.9,90.5,20012577.1,21000093.6,3072561.6,900516.2,878065.8,900516.3,3072561.6
3107169,DEPM 1212 - 21 East 90th St,12/31/2021,1-01502-0017,1046983,21 East 90th Street,New York,10128,74,50,62.6,68.4,74.4,6798083.9,7426481.4,4.2,90.8,96.6,108,9862465.2,10495585.3,1556844.1,456284.9,451813.7,456284.9,1556844.1
3107671,DEPM 1344 - 311 East 38th St,12/31/2021,1-00944-7501,1021933,311 East 38th Street,New York,10016,43,50,74.1,79.7,71.2,9413760.8,10118060.3,5.6,113.3,117.3,108.7,14383772.5,14898902.5,2571042.1,753529.3,715950.2,753529.3,2571042
3108042,DEPM 1442 - 1016 Fifth Ave,12/31/2021,1-01494-0069,1046770,1016 Fifth Avenue,New York,10028,67,50,64,68.2,72.5,11588307.4,12353086.6,4.4,92.1,95.9,104.3,16668259.4,17366500.3,2769972.6,811832.4,799685.6,811832.5,2769972.5
3108346,DEPM 1464 - 515 East 79th St,12/31/2021,1-01576-0014,1050766,515 East 79th Street,New York,10075,44,50,89.7,94.8,86.6,20846569.2,22021296.8,4.8,123.8,127.9,119.5,28767252.6,29720976.3,3930488.6,1151960.2,1105110.3,1151960,3930487.5
3108358,DEPM 1450 - 345 East 86th St,12/31/2021,1-01549-0018,1050030,345 East 86th Street,New York,10028,52,50,68.7,72.9,69.6,10696226.1,11361997.3,5.1,103.7,107.1,105.1,16147277.2,16685259.9,2809279.9,823352.7,796376.2,823352.8,2809279.8
3108375,DEPM 1490 - 245 East 93rd St,12/31/2021,1-01539-7501,1048918;1083288;1083289;1083287,245 East 93rd Street,New York,10128,67,50,63.1,66.5,71.1,38005294.4,40024627.1,4.7,96,97.9,108.1,57800003.9,58944826.7,10225397.1,2996892.1,2833523.1,2996892,10225395.5
3108411,DEPM 1512 - 525 East 86th St,12/31/2021,1-01583-0012,1051264,525 East 86th Street,New York,10028,73,50,68.2,73.1,79.9,15241632.7,16341400.9,3.7,94.6,98.7,110.9,21139056.5,22060957.2,2934481.2,860047.1,821049.4,860047.3,2934481.4
3108431,DEPM 1534 - 876 Park Ave,12/31/2021,1-01392-0040,1041830,876 Park Avenue,New York,10075,98,50,59.7,Not Available,104.1,5605503.8,Not Available,4.5,88.7,Not Available,154.6,8319424,Not Available,1482762.6,434572.8,423506.7,434572.9,1482762.7
3108432,DEPM 1536 - 950 Park Ave,12/31/2021,1-01493-0037,1046671,950 Park Avenue,New York,10028,96,50,69.9,74.8,113.1,7253194.5,7760770,5,102.3,106.2,165.5,10617501.5,11020583.5,1836386.3,538214,520273.8,538214,1836386.2
3108490,DEPM 1598 - 935 Park Ave,12/31/2021,1-01509-0069,1047539,935 Park Avenue,New York,10028,65,50,73.6,78.6,81.6,4883952.1,5212461.1,4.3,101.6,105.8,112.6,6738313.3,7021670.7,1007474.8,295273.9,287328.3,295274,1007474.9
3108493,DEPM 1616 - 2 East 70th St,12/31/2021,1-01384-0069,1041322,2 East 70th Street,New York,10021,Not Available,50,76.2,81.1,66.5,5791106.2,6164976.8,8.1,135.4,140.7,118.1,10288685.9,10693063.4,2114973.5,619863.2,611911.1,619863.3,2114973.6
3108512,DEPM 1632 - 733 Park Ave,12/31/2021,1-01405-0072,1042760,733 Park Avenue,New York,10021,66,50,70.9,75.2,79.6,8700779,9221161.2,8.2,123.9,127.8,139,15203335.4,15686824.8,3467152.8,1016164.2,1005628,1016164,3467151.6
3108513,DEPM 1662 - 120 East End Ave,12/31/2021,1-01582-0023,1051245,120 East End Avenue,New York,10028,88,50,72.5,79,99.3,16282202.8,17741083.3,4.6,104,110.3,142.4,23340669.8,24751094.2,3568203.9,1045780.6,1025449,1045781,3568204.8
3109149,DEPM 1568 - 370 East 76th St,12/31/2021,1-01450-0023,1045148,370 East 76th Street,New York,10021,45,50,90.5,94.3,87.7,38081453.5,39704912.7,5,124.7,128.8,121,52510077,54214709.2,7156886.2,2097563.1,2097563.1,2097563,7156885
3109172,DEPM 1614 - 340 East 93rd St,12/31/2021,1-01555-0023,1078668,340 East 93rd Street,New York,10128,57,50,77.4,81.7,81.4,28204886.6,29759102.2,4.3,108.1,111.3,113.7,39362728.3,40518886.6,5570055.6,1632489.7,1552809.9,1632490,5570055.9
3109191,DEPM 1624 - 812 Park Ave,12/31/2021,1-01389-0038,1041660,812 Park Avenue,New York,10021,44,50,74.7,80.3,72.1,11971514.9,12868100.2,6,122.4,129.1,118,19598832,20677461,3296865.9,966256,966256,966256.1,3296865.8
3110618,DEPM 1644 - 188 East 64th St,12/31/2021,1-01398-7501,1042137,188 East 64th Street,New York,10065,8,50,115.5,121.1,77.1,28223826.1,29583033.6,14.8,221.6,226.4,147.9,54147924,55302124.5,12679238,3716071.7,3627799.1,3716072,12679237.7
3110807,DEPM 1904 - 14 East 90th St,12/31/2021,1-01501-0056,1046978,14 East 90th Street,New York,10128,76,50,71.1,76,86.7,13350731,14264372.2,5.2,106.5,111,129.9,19995689.1,20852543.1,3415669.5,1001075.3,983914.2,1001075,3415667.9
3110813,DEPM 1888 - 108 East 82nd St,12/31/2021,1-01510-0065,1047593,108 East 82nd Street,New York,10028,93,50,68.2,71.1,102.7,4610153.3,4802811.8,3.9,92.6,95.4,139.3,6252591.9,6447177,889800,260785.4,260785.4,260785.5,889800.1
3110829,DEPM 1918 - 175 East 74th St,12/31/2021,1-01409-0033,1043089,175 East 74th Street,New York,10021,32,50,96.2,96.2,85.6,10871730.8,10871730.8,5.5,133.5,133.5,118.7,15083840.6,15083840.6,2104184.7,616701.2,616701.2,616701.3,2104184.8
3110858,DEPM 1956 - 1001 Fifth Ave,12/31/2021,1-01493-0072,1046686,1001 Fifth Avenue,New York,10028,63,50,67.8,67,74,7695563.6,7601693.9,6.2,109.1,106.8,119.1,12373663.3,12110828,2491178.7,730122.6,702611,730122.7,2491178.7
3110863,DEPM 1964 - 936 Fifth Ave,12/31/2021,1-01389-0069,1041673,936 Fifth Avenue,New York,10021,78,50,57.3,62,71.1,5160484.5,5579571.6,4.8,95.9,100.8,119,8637450.3,9082016,1523934.5,446639.6,435699,446639.7,1523934.7
3110924,DEPM 1994 - 784 Park Ave,12/31/2021,1-01388-0037,1041504,784 Park Avenue,New York,10021,59,50,81,87,86.5,13091765.3,14051943.1,4.4,122.4,128.7,130.7,19775618.8,20788711.5,2534130,742710.9,716642.8,742711,2534129.9
3111521,DEPM 2154 - 215 West 88th St,12/31/2021,1-01236-7502,1087732,215 West 88th Street,New York,10024,65,50,68,73,75.6,12043279.4,12925555.7,4.5,97.1,101.2,107.9,17203202.5,17930104.9,2807642.4,822872.8,795988.3,822872.9,2807642.3
3111536,DEPM 1582 - 120 East 75th St,12/31/2021,1-01409-0061,1043103,120 East 75th Street,New York,10021,60,50,71.9,77.7,76.8,4222383.4,4562841.9,4.7,103.4,109.5,110.5,6073875.7,6431357.2,937356.1,274723.3,274723.3,274723.4,937356.2
3111537,DEPM 1842 - 70-20 108th St,12/31/2021,4-02215-0001,4052241,70-20 108th Street,Queens,11375,18,50,101.9,Not Available,81.2,31464101.3,Not Available,5.3,139.6,Not Available,111.1,43080557.2,Not Available,5739000.4,1682004.6,1645181.5,1682005,5739001.1
3111539,DEPM 1902 - 17 East 89th St,12/31/2021,1-01501-0016,1046971,17 East 89th Street,New York,10128,98,50,47.2,49.9,85.8,11081083.1,11730792.5,3.2,68.9,71.5,125.5,16202013.2,16811082.7,2609643.4,764842.6,752595.9,764842.7,2609643.3
3111540,DEPM 2026 - 444 East 57th St,12/31/2021,1-01368-7501,1040475,444 East 57th Street,New York,10022,66,50,70.4,76.5,78.4,6805733.9,7401888.3,3.5,95.6,101.3,106.5,9241786.2,9800197.3,1197580.3,350990.7,339677.5,350990.7,1197580.3
3111704,DEPM 2840 - 1 West 72nd St,12/31/2021,1-01125-0025,1028637,1 West 72nd Street,New York,10023,63,50,59.6,Not Available,65.3,27911290.6,Not Available,4,86.3,Not Available,94.5,40411471.1,Not Available,6345494.8,1859757.9,1859757.9,1859758,6345494.3
3111705,DEPM 2830 - 1067 Fifth Ave,12/31/2021,1-01499-0071,1046926,1067 Fifth Avenue,New York,10128,Not Available,50,71.1,Not Available,81.4,4037895.2,Not Available,5,103.1,Not Available,118.1,5858632.1,Not Available,993791.1,291263.5,285344.5,291263.5,993791.1
3111720,DEPM 3200 - 1 Sutton Place South,12/31/2021,1-01372-0002,1040723,1 Sutton Place South,New York,10022,56,50,81.2,86.7,84.5,15692048.7,16769349.7,8.5,136.1,142,141.7,26325128.4,27456294.4,5627701.3,1649384.7,1649384.7,1649385,5627701.6
3111724,DEPM 2820 - 408 East 79th St,12/31/2021,1-01473-7504,1046037,408 East 79th Street,New York,10075,22,50,75.7,77.5,62.3,8506125.8,8708830,9.9,139.4,140.7,114.8,15667672,15819174.3,3849279.9,1128159.3,1117886.8,1128159,3849278.5
3111728,DEPM 2730 - 860 Park Ave,12/31/2021,1-01392-0036,1041828,860 Park Avenue,New York,10075,Not Available,50,66,71.1,68.3,4737970.9,5101786.4,6.2,114.1,119.2,118.1,8194812.4,8560323.1,1565507.9,458824.1,445600.7,458824.1,1565507.8
3111748,DEPM 2680 - 825 Fifth Ave,12/31/2021,1-01378-0070,1041056,825 Fifth Avenue,New York,10065,7,50,105.8,114.1,73.5,9780310.6,10542591.8,8.3,172.4,181.5,119.7,15935064.9,16768419.7,2678348.7,784979,769617.7,784979.1,2678348.7
3111751,DEPM 2292 - 993 Fifth Ave,12/31/2021,1-01492-0003,1046609,993 Fifth Avenue,New York,10028,53,50,56.9,61,58.2,6161886.5,6596665.6,6.2,102.6,106.7,104.8,11102729.5,11548398.8,2319763.1,679883.6,665757.3,679883.7,2319763.2
3111752,DEPM 2386 - 200 East 66th St,12/31/2021,1-01420-7501,1043871,200 East 66th Street,New York,10065,37,50,88.3,91.8,81.3,87158426.3,90613227.8,5.4,124.9,128.5,115,123269795.1,126897336.7,18144827.1,5317944,5317944,5317945,18144828.3
3111775,DEPM 2402 - 240 East 47th St,12/31/2021,1-01320-7501,1037607,240 East 47th Street,New York,10017,50,50,93.5,95.6,94,21695046.9,22175789.4,14.7,194.5,195,195.6,45133930.8,45240007.2,11918840,3493211.8,3406536.9,3493212,11918839.3
3111782,DEPM 2412 - 425 East 86th St,12/31/2021,1-01566-0010,1050548,425 East 86th Street,New York,10028,77,50,72.5,79.1,88.4,8582323.2,9362982.4,3.9,99.8,106.4,121.7,11816058.9,12589271.3,1602639.7,469706.8,461922.5,469706.8,1602639.6
3111785,DEPM 2524 - 829 Park Ave,12/31/2021,1-01410-0069,1043160,829 Park Avenue,New York,10021,54,50,89.1,98.4,92.1,9263359.2,10223269.2,6.2,127.7,137,131.9,13267525.2,14237166.2,2182639.2,639694.9,639694.9,639695,2182639.3
3111787,DEPM 2540 - 960 Park Ave,12/31/2021,1-01494-0032,1046759,960 Park Avenue,New York,10028,68,50,67,72,76.6,7172963.8,7707578.8,6,106.7,111.3,121.9,11413243.4,11907907.9,2218075.1,650080.6,638913,650080.6,2218075
3111799,DEPM 2584 - 40 East 80th St,12/31/2021,1-01491-0048,1046451,40 East 80th Street,New York,10075,37,50,59.7,62.3,54.9,6651163.8,6941787.9,10.7,130.2,133.3,119.6,14494276.9,14843909.7,4076117,1194641.4,1194641.4,1194642,4076118.5
3111811,DEPM 2580 - 161 East 79th St,12/31/2021,1-01508-0024,1047472,161 East 79th Street,New York,10075,87,50,67.3,72.5,91.8,3802476.6,4098243.3,4.9,108.5,113.9,148,6131968.7,6435225.1,979383,287040.7,277416.1,287040.7,979382.9
3111873,DEPM 2352 - 405 East 63rd St,12/31/2021,1-01458-0005,1045380,405 East 63rd Street,New York,10065,77,50,75.8,81.3,92.3,10319537.4,11070456.7,4.2,106,110.6,129,14431597.3,15052002.8,2054904.5,602258,574112,602258.1,2054904.6
3111960,DEPM 2734 - 535 Park Ave,12/31/2021,1-01396-0001,1041961,535 Park Avenue,New York,10065,69,50,67.3,73,77.1,6378243.6,6919345.7,4.7,106.4,113.2,121.9,10084004.3,10734972.3,1516777.1,444541.9,444541.9,444541.9,1516777
3112463,DEPM 2692 - 2148 Broadway,12/31/2021,1-01167-7502,1088786,2148 Broadway,New York,10023,88,50,48.8,51.1,68.7,13442854.4,14085329.9,9,104.9,107.3,147.7,28919030.7,29593629.9,8459447.7,2479322,2479322,2479322,8459446.7
3113806,DEPM 2360 - 27 East 65th St,12/31/2021,1-01380-0023,1041128,27 East 65th Street,New York,10065,17,50,78.9,77.9,62.2,12065851.9,11901313.6,5.4,123.4,121.4,97.2,18866992.7,18562237.5,2867795.4,840502.7,820900.5,840502.8,2867795.6
3113834,DEPM 2078 - 415 East 52nd St,12/31/2021,1-01364-0005,1078256;1078257;1078258,415 East 52nd Street,New York,10022,60,50,71.1,77.4,76.1,32973759.8,35931378.4,3.8,98,103.9,104.8,45455492.2,48208113.2,6190311.1,1814276.2,1755177.5,1814276,6190309.7
3113838,DEPM 1736 - 169 East 69th St,12/31/2021,1-01404-0033,1042497,169 East 69th Street,New York,10021,88,50,42.5,43.8,59.2,11522853.9,11880280.8,3.2,68.3,69.9,95.1,18516608.8,18946189.1,2928111.1,858180.2,858180.2,858180.3,2928111.2
3266534,DEPM 2766 - 7 West 96th St,12/31/2021,1-01832-0025,1055262,7 West 96th Street,New York,10025,86,50,69,75.6,93.1,7264556.6,7961249.4,3.5,92.1,98,124.3,9700698.3,10321736.8,1316748,385916.7,372372.6,385916.8,1316748.1
3527458,DEPM 1786 - 20 East 74th St,12/31/2021,1-01388-0056,1041515,20 East 74th Street,New York,10021,70,50,68.3,73.6,78.7,10190844.9,10983042.1,5.4,102.8,107.2,118.5,15332401.5,15987901.8,2810584.4,823735.1,800056.1,823735.2,2810584.5
4038803,DEPM 1940 - 2628 Broadway,12/31/2021,1-01871-7502,1056465,2628 Broadway,New York,10025,47,50,64.6,66.3,63.4,8545657.2,8775192.1,10.6,131.4,133.2,129,17386981.8,17627993.5,4808023.9,1409151,1409151,1409151,4808023.2
4039207,DEPM 1134 - 423 Atlantic Avenue,12/31/2021,3-00178-0054,3000724,423 Atlantic Avenue,Brooklyn,11217,75,50,63.7,Not Available,76.7,6385912.7,Not Available,3.7,89.7,Not Available,108,8990905.3,Not Available,1306112.6,382799.7,367454.1,382799.7,1306112.6
4040426,DEPM 1220 - 2 Fifth Avenue,12/31/2021,1-00551-0001,1008850,2 Fifth Avenue,New York,10011,78,50,62.3,67.4,77.2,30130764.9,32595655.1,4,88.4,92.8,109.5,42729257.7,44873791,6857221.8,2009736.5,1953056,2009737,6857222.6
4040788,DEPM 1688 - 166 West 18th Street,12/31/2021,1-00793-7508,1087846,166 West 18th Street,New York,10011,9,50,95.3,95.3,67.9,7215635.5,7215635.5,13.4,180.2,180.2,128.3,13639792,13639792,3464785.6,1015470.4,1015470.4,1015471,3464787.1
4040798,DEPM 1886 - 340 West 86th Street,12/31/2021,1-01247-7501,1033928,340 West 86th Street,New York,10024,86,50,74,72,99.4,5402566.7,5257985.7,4.2,103.3,100.6,138.7,7539261.4,7345552.6,1066609.4,312605.3,305588.2,312605.3,1066609.3
4040832,DEPM 2112 - 22 River Terrace,12/31/2021,1-00016-7521,1085929,22 River Terrace,New York,10282,69,50,68.3,Not Available,78.1,22697293.9,Not Available,5.3,105,Not Available,120.1,34895918.3,Not Available,6322148.4,1852915.5,1761734.6,1852916,6322149.4
4041321,DEPM 2544 - 25 Central Park West,12/31/2021,1-01115-7501,1076225,25 Central Park West,New York,10026,55,50,81.4,Not Available,84.4,50574063.6,Not Available,5.1,117.5,Not Available,121.8,73000105.8,Not Available,11369908,3332329,3192521.1,3332329,11369906.5
4042487,DEPM 1860-1 - Cosmopolitan Assoc #1,12/31/2021,4-01204-0001,4431268;4431270;4431271;4431272;4431273;4431269,35-27 64th Street,Queens,11377,96,50,89,Not Available,144.9,14462178.5,Not Available,Not Available,114.9,Not Available,187,18657526.2,Not Available,1984136.4,581517.1,Not Available,581517.1,1984136.3
4042543,DEPM 1860-2 - Cosmopolitan Assoc #2,12/31/2021,4-01219-0032,4431285;4431286;4431287;4431288;4431289;4431290,37-06 66th Street,Queens,11377,69,50,104.1,110.9,118.9,17139001.9,18257149.4,3.8,133.3,139.1,152.2,21947049.1,22900594.2,2257769.8,661714.4,624784.3,661714.5,2257769.9
4042578,DEPM 1860-3 - Cosmopolitan Assoc #3,12/31/2021,4-02281-0001,4431766;4431768;4432152;4432153;4432154;4432155;4432156;4432157;4432158;4432159,45-56 49th Street,Queens,10034,91,50,82.9,89,118.8,27310199.4,29316788.3,2.8,104.5,110.1,149.6,34409072.2,36246615.1,3283060.9,962210,917096.1,962210.1,3283060.9
4042605,DEPM 1860-4 - Cosmopolitan Assoc #4,12/31/2021,4-02286-0011,4432161;4432164;4432165;4432166;4432162;4432163,47-05 48th Street,Quuens,11377,63,50,110.5,118.2,121.1,18189686.3,19466681.6,3.6,138.9,145.9,152.2,22863590.5,24027187.4,2151097.1,630450.4,600765.6,630450.5,2151097.1
4042614,DEPM 1860-5 - Cosmopolitan Assoc #5,12/31/2021,4-02290-0001,4432183;4432185;4432186;4432187;4432188;4432189;4432190;4431807;4431832;4432184,48-36 47th Street,Queens,11377,17,50,148.3,158.8,116.5,34105656.3,36516098.8,4.5,184.1,193.6,144.7,42342584.1,44525914.8,3732368.5,1093894.5,1035674.2,1093895,3732369.7
